46.4.13.201,7222,mvm_legerdemain_a6e_adv_tavanda,4,2025-04-05-09:41:36,DE,1
142.132.254.174,27003,tfdb_rocketbucks_v2,1,2025-04-05-09:41:36,DE,1
176.9.123.229,27777,tf2ware_ultimate,2,2025-04-05-09:41:36,DE,1
176.9.123.229,27017,ctf_2fort,5,2025-04-05-09:41:37,DE,1
46.4.13.201,7223,mvm_robotfactory_b29_operation_,6,2025-04-05-09:41:37,DE,1
94.130.58.75,27050,ze_MotanumInc_OB_tf2,1,2025-04-05-09:41:37,DE,1
89.58.11.228,27015,strange_level_ultra_final,5,2025-04-05-09:41:38,DE,1
89.58.11.228,27020,strange_level_ultra_final,2,2025-04-05-09:41:38,DE,1
78.1.209.43,31007,mvm_ma_ep0_2,1,2025-04-05-09:41:38,HR,1
149.202.82.182,27016,cp_manor_event,1,2025-04-05-09:41:39,FR,1
149.202.82.182,27019,ctf_turbine,1,2025-04-05-09:41:39,FR,1
149.202.82.182,27017,trade_plaza_3_x6,1,2025-04-05-09:41:39,FR,1
149.202.82.182,27018,ctf_2fort,1,2025-04-05-09:41:40,FR,1
109.123.108.23,19001,ctf_2fort,3,2025-04-05-09:41:43,GB,1
45.13.190.78,27015,cp_orange_x_7,3,2025-04-05-09:41:51,TR,1
109.237.111.167,27775,cp_orange_z4_v3,6,2025-04-05-09:41:51,KP,1
192.99.19.228,27015,koth_suijin,23,2025-04-05-09:41:52,CA,1
124.221.61.195,27015,mvm_lotus_b6_3_adv_ledmotif,5,2025-04-05-09:41:56,CN,1
141.193.68.170,27019,trade_plaza_3_x6,8,2025-04-05-09:41:57,US,1
141.193.68.170,27021,ctf_turbine,1,2025-04-05-09:41:57,US,1
205.178.182.182,27030,ctf_2fort,8,2025-04-05-09:41:57,US,1
141.193.68.170,27020,ctf_2fort,21,2025-04-05-09:41:58,US,1
141.193.68.170,27024,ctf_2fort,1,2025-04-05-09:41:58,US,1
141.193.68.170,27015,ze_super_mario_64_v2_b6_tf2,17,2025-04-05-09:41:58,US,1
141.193.68.170,27023,achievement_idle_botbox_b1,7,2025-04-05-09:41:58,US,1
85.117.240.6,27145,trade_minecraft_neon_v195,2,2025-04-05-09:41:59,US,1
85.117.240.58,27040,cp_orange_x3_blw,1,2025-04-05-09:42:00,US,1
85.117.240.62,27060,pl_upward,3,2025-04-05-09:42:00,US,1
85.117.240.53,27015,achievement_engineer_blw_fix3,2,2025-04-05-09:42:01,US,1
85.117.240.14,27020,cp_dustbowl,22,2025-04-05-09:42:01,US,1
85.117.240.5,27100,td_cavern_v5_2,1,2025-04-05-09:42:02,US,1
85.117.240.52,27010,szf_the_bridge_b13,2,2025-04-05-09:42:02,US,1
85.117.240.76,27065,plr_highertower_extended,6,2025-04-05-09:42:03,US,1
85.117.240.51,27005,jb_turbine_v8,17,2025-04-05-09:42:03,US,1
192.223.27.84,27015,trade_unusual_paradise_xmas29,23,2025-04-05-09:42:04,US,1
172.93.102.120,27015,jump_academy_classic_b,2,2025-04-05-09:42:04,US,1
100.16.65.112,27356,mvm_shadows_b3_adv_bauernhof,5,2025-04-05-09:42:05,US,1
100.16.65.112,27342,mvm_doppler_b12_int_rusty_sound,6,2025-04-05-09:42:05,US,1
74.112.78.9,27115,cp_reckoner,27,2025-04-05-09:42:06,US,1
173.240.154.247,27395,mvm_ghost_town_Survival,14,2025-04-05-09:42:06,US,1
135.148.151.9,27015,pl_borneo,4,2025-04-05-09:42:07,US,1
182.218.179.11,30000,trade_minecraft_realms_v2,6,2025-04-05-09:42:07,KR,1
108.181.63.51,27015,pl_yokohama_b5a,32,2025-04-05-09:42:13,US,1
